large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,3,3,6,6,0,0,3,3,3,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,10,3,9,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,8,19,0,0,119
1,tokyo_meguro_shinagawa_ota,24,49,32,19,25,16,19,16,6,0,3,3,6,10,6,3,0,3,0,0,6,3,0,0,3,3,13,6,9,12,0,3,0,3,6,0,0,9,9,6,0,6,0,0,0,0,0,3,0,0,0,0,0,5,6,0,3,3,6,0,3,0,0,0,0,0,35,0,0,10,5,0,7,428
2,tokyo_toshima_bunkyo_shinjuku_shibuya,43,2,87,0,35,44,17,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
3,tokyo_arakawa_taito_sumida_koto,131,18,127,302,38,124,61,17,0,5,4,9,0,0,0,5,6,0,0,0,0,3,0,0,8,0,3,52,25,51,0,0,0,11,3,5,0,6,15,0,10,3,0,0,2,0,3,2,2,2,5,0,0,0,6,0,2,0,0,9,5,0,0,2,0,0,6,13,0,63,48,0,109,1322
4,tokyo_nakano_suginami_setagaya,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
5,tokyo_nerima_itabashi_kita,3,3,41,138,0,162,16,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,121,25,31,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,13,11,0,25,694
6,tokyo_adachi_katsushika_edogawa,35,3,46,42,0,17,14,4,7,0,8,6,0,0,22,19,0,0,0,0,0,0,0,2,9,0,7,109,16,42,0,0,0,13,0,4,4,5,7,2,8,2,0,4,0,0,0,0,0,4,0,8,0,4,16,0,4,0,0,16,16,0,0,0,0,0,54,0,0,12,109,0,46,750
7,chofu_nishitokyo_fuchu_musashino_etc,0,4,0,0,0,0,0,109,19,26,0,0,0,3,4,0,0,0,0,0,3,3,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,11,223
8,machida_tama_hachioji_inagi_etc,7,9,18,3,8,3,0,8,59,4,4,0,0,24,3,0,7,45,0,8,3,0,0,0,3,14,0,8,0,3,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,4,7,9,19,3,3,318
9,mizuho_fussa_hamura_akiruno_etc,0,0,0,0,0,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38
10,yokohama_nishi_naka,10,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25
11,yokohama_isogo_minami_kanazawa_konan,0,7,0,0,0,0,0,0,0,0,15,7,7,3,0,0,0,0,10,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,71
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,0,0,0,0,0,0,0,0,0,0,0,3,32,0,3,0,3,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
13,yokohama_kohoku_tsuzuki_midori_aoba,7,3,10,7,0,0,3,0,11,0,11,0,34,29,3,3,23,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,7,0,3,211
14,yokohama_tsurumi_kanagawa,32,30,15,0,18,2,2,0,0,0,15,55,0,3,40,15,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,240
15,kawasaki_kawasaki_saiwai_nakahara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,25,0,148,184
16,kawasaki_takatsu_miyamae_tama_asao,0,0,0,0,4,0,0,4,11,0,0,0,0,67,0,0,31,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
17,sagamihara_city,12,4,4,6,16,2,0,0,11,0,4,7,4,8,4,7,9,40,2,2,2,0,1,5,11,6,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,13,0,5,0,0,0,2,0,3,5,0,0,13,3,2,0,0,0,0,0,0,21,40,14,3,193,0,55,555
18,yokosuka_miura,0,0,0,0,0,0,0,0,0,0,6,18,0,0,12,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
19,kamakura_zushi_hayama,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,21
20,fujisawa_chigasaki_samukawa,0,0,0,0,0,0,12,12,0,0,0,0,0,12,0,0,0,0,0,0,11,4,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,83
21,hiratsuka_oiso_ninomiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6
22,odawara_manazuru_yugawara_hakone,3,0,0,3,0,1,0,3,0,0,0,3,3,0,0,0,0,0,0,0,14,4,21,4,7,20,0,0,9,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,6,0,0,131
23,minami_ashigara_nakai_oi_matsuda_etc,0,0,0,0,0,0,0,0,3,3,6,6,6,10,3,13,3,3,0,0,3,3,9,3,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,99
24,atsugi_hadano_kiyokawa_isehara_etc,0,0,0,0,0,0,0,4,3,0,0,7,3,6,11,0,0,0,0,4,0,7,7,4,38,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,4,4,10,0,20,155
25,zama_yamato_ebina_ayase,0,0,0,7,0,0,3,7,0,0,0,4,4,0,0,0,0,3,0,0,0,0,0,4,0,17,0,0,7,0,0,3,0,9,0,0,0,0,7,0,0,3,0,0,0,0,4,0,0,0,0,7,0,7,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7,10,13,0,13,142
26,saitama_city,13,13,7,20,7,22,20,7,20,20,0,7,7,7,0,0,0,7,0,0,0,7,0,0,7,0,70,26,31,30,7,0,40,33,0,7,0,7,7,3,0,0,0,0,0,0,7,0,3,7,0,13,0,7,7,13,0,7,13,13,7,0,7,7,0,0,90,40,13,7,174,0,76,959
27,kawaguchi_warabi_toda,37,39,74,139,31,60,75,60,26,5,5,15,0,0,15,0,0,10,5,11,20,0,23,0,26,21,75,93,35,149,5,10,32,81,15,0,0,23,15,15,5,26,0,21,11,15,0,42,0,0,0,36,0,0,31,0,36,44,24,0,32,0,0,55,15,0,169,121,126,76,82,0,83,2295
28,asaka_wako_niiza_tokorozawa_etc,5,3,6,34,0,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,181,20,22,76,0,11,17,4,0,0,41,0,0,4,10,0,0,0,0,0,0,4,10,0,0,0,0,0,55,0,0,0,9,0,0,9,0,0,81,9,0,22,119,7,71,918
29,soka_kasukabe_misato_koshigaya_etc,20,14,5,37,5,2,22,9,24,0,0,0,0,5,9,3,0,0,9,0,54,19,9,25,29,14,38,95,38,164,0,0,46,42,64,40,0,9,3,20,45,44,5,0,0,5,0,71,64,15,25,15,10,0,37,0,88,5,11,94,10,0,0,8,0,0,208,127,83,71,267,134,92,2406
30,hanno_hidaka_moroyama_ogose_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,17
32,ageo_konosu_okegawa_kitamoto_etc,0,0,0,11,0,0,5,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,33,0,0,17,20,3,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,9,0,0,3,0,0,3,0,1,3,0,0,0,0,0,0,2,6,0,9,62,0,3,235
33,kuki_kazo_hanyu_gyoda_etc,0,16,3,7,0,3,7,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,3,0,0,3,14,14,22,0,7,7,20,17,0,0,0,3,0,0,0,0,7,0,3,0,3,9,0,6,3,0,0,3,0,3,13,0,7,7,0,0,3,0,0,43,21,3,10,84,5,31,428
34,kumagaya_fukaya_ogawa_yorii_etc,3,0,7,1,3,7,0,0,6,7,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,3,26,5,1,3,3,1,17,0,3,5,0,0,1,3,3,0,0,1,0,0,0,0,0,0,0,7,0,3,10,7,1,0,0,0,0,0,0,0,15,10,1,6,76,0,29,298
35,honjo_kamikawa_kamisato,0,0,10,13,0,7,3,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,51,0,0,24,17,21,21,17,0,7,0,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,90,19,10,3,21,0,7,0,7,0,17,14,3,3,46,0,36,530
36,chichibu_yokoze_minano_nagatoro_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
37,chiba_city,3,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,40
38,ichikawa_urayasu_narashino_funabashi,14,0,4,4,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,55,21,21,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,4,0,238
39,matsudo_kamagaya_kashiwa_abiko,13,12,13,15,0,0,19,0,0,0,3,0,0,0,6,0,3,0,0,0,6,0,0,0,0,0,0,28,0,50,0,3,3,8,0,0,0,6,16,41,16,13,3,0,0,0,11,0,0,0,10,3,4,3,6,0,6,6,0,6,7,0,0,0,0,0,7,0,4,5,16,0,16,387
40,nagareyama_noda,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
41,yachiyo_sakura_narita_shiroi_etc,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,2,0,0,0,0,0,0,5,2,0,0,0,2,2,2,0,109,7,0,0,41,12,25,37,2,39,0,0,0,2,0,0,0,2,0,2,2,6,0,4,0,0,2,0,0,18,0,0,2,22,0,12,373
42,ichihara_city,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,30
43,kisarazu_sodegaura_kimitsu_futtsu,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,0,0,23
44,katsuura_otaki_tateyama_kamogawa_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
45,choshi_asahi_sosa_katori_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9
46,togane_mobara_sanmu_oamishirasato_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,35
47,tsuchiura_ishioka_omitama_kasumigaura_etc,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,59,0,22,0,16,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,149
48,koga_shimotsuma_yachiyo_goka_etc,0,6,3,31,3,9,25,10,0,7,0,3,3,0,0,3,0,3,0,0,3,3,0,0,3,12,15,22,15,47,0,0,6,49,3,0,0,6,3,16,27,10,0,0,0,0,0,12,69,6,18,9,0,0,3,12,9,29,45,9,13,0,0,9,0,0,25,3,3,0,28,0,20,669
49,tsukuba_city,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,28
50,joso_bando,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,24
51,ryugasaki_toride_ushiku_moriya_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13
52,inashiki_miho_kawachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,kashima_kamisu_namegata_itako,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,31
54,mito_hitachi_kasama_hitachinaka_etc,0,2,0,2,0,0,11,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,5,3,0,0,0,2,0,2,2,0,0,0,0,2,9,4,0,0,0,0,0,171,9,5,0,1,0,0,0,9,0,0,0,5,2,0,0,32,0,2,291
55,yuki_chikusei_sakuragawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
56,maebashi_takasaki_isesaki_shibukawa_etc,0,4,0,7,0,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,42,4,13,0,0,0,0,30,36,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,687,167,4,0,0,0,0,4,27,0,38,28,4,0,98,0,13,1243
57,kiryu_ota_tatebayashi_midori_etc,0,3,3,17,0,3,4,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,35,11,0,9,21,0,23,12,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,39,123,7,0,103,0,0,4,0,0,17,17,3,0,74,0,20,603
58,utsunomiya_kanuma_moka_kaminokawa_etc,4,0,0,8,2,5,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,0,6,2,5,2,3,0,0,2,9,0,0,2,0,2,2,0,0,5,0,0,0,2,15,2,0,0,5,2,12,13,5,15,73,20,33,0,7,13,5,0,33,5,2,6,10,0,0,374
59,tochigi_oyama_shimotsuke_nogi_etc,16,4,4,47,0,8,16,20,8,4,0,0,0,0,11,0,0,4,4,0,4,4,0,0,4,8,23,8,4,20,0,9,19,0,4,0,0,8,8,4,8,4,0,0,4,0,8,11,7,4,25,18,0,0,11,11,22,33,15,33,29,0,0,8,0,0,175,23,4,16,158,9,35,939
60,ashikaga_sano,4,4,4,0,4,4,11,0,0,0,0,0,4,0,0,0,8,11,0,0,0,0,0,4,11,11,11,15,7,62,4,7,7,11,0,4,0,0,4,4,4,11,0,0,0,3,0,22,11,4,0,4,4,0,11,7,23,30,7,8,4,0,4,4,0,0,40,15,4,7,40,0,11,488
61,tokyo_islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ibaraki_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4
63,tochigi_north,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,29,0,3,0,0,0,0,0,0,0,0,0,0,0,0,60
64,gunma_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,gunma_other_ueno_kanna_nanmoku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,hokkaido_tohoku,5,0,0,58,9,831,13,0,3,0,0,3,22,10,0,0,0,5,0,0,12,0,0,9,7,18,8,55,27,0,0,3,16,12,13,3,0,0,11,16,4,15,2,3,0,0,2,0,27,11,0,0,3,0,0,0,69,31,13,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1358
67,hokuriku,0,6,0,27,0,51,24,11,2,4,0,0,0,0,0,0,0,45,0,0,3,3,0,7,4,0,3,32,14,14,0,0,1,18,7,6,0,8,0,4,0,4,0,0,10,0,6,3,3,0,6,0,0,0,46,3,38,54,12,9,8,0,0,0,0,0,0,0,0,0,0,0,0,493
