large_zone,region,MFS01,MFS02,MFS03,MFS04,MFS05,MFS06,MFS07,MFS08,MFS09,MFS10,MFS11,MFS12,MFS13,MFS14,MFS15,MFS16,MFS17,MFS18,MFS19,MFS20,MFS21,MFS25,MFS26,MFS27,MFS28,MFS29,MFS30,MFS31,MFS32,MFS33,MFS38,MFS39,MFS40,MFS41,MFS42,MFS43,MFS44,MFS22,MFS23,MFS24,MFS34,MFS35,MFS36,MFS37,MFS45,MFS46,MFS47,MFS48,MFS49,MFS50,MFS51,MFS52,MFS53,MFS54,MFS55,MFS56,MFS57,MFS58,MFS65,MFS66,MFS59,MFS60,MFS61,MFS64,MFS63,MFS67,MFS68,MFS69,MFS70,MFS71,PRF01,PRF02,PRF03,PRF04,PRF05,PRF06,PRF07,PRF15,PRF16,PRF17,PRF18,PRF19,PRF20,PRF22,PRF21,PRF23,PRF24,PRF31,PRF32,PRF33,PRF34,PRF35,PRF36,PRF37,PRF38,PRF39,PRF40,PRF41,PRF42,PRF43,PRF44,PRF45,PRF46,PRF47,OSK01,OSK02,OSK03,OSK04,OSK05,OSK06,OSK07,OSK08,OSK09,OSK10,OSK11,OSK12,OSK13,OSK14,OSK15,OSK16,OSK17,OSK18,OSK19,OSK20,OSK21,OSK22,OSK23,OSK24,OSK25,OSK26,OSK27,OSK28,OSK29,OSK30
119,OSK16,217.2,535.2,121.8,419.4,101.8,185.0,290.0,287.8,142.2,102.2,101.4,178.7,97.1,117.7,184.3,278.6,75.5,142.2,35.3,12.9,146.9,207.2,127.3,210.9,251.7,432.9,313.0,56.2,83.3,88.9,159.5,339.3,108.8,87.8,184.5,97.5,73.7,61.9,38.9,51.0,217.1,151.2,36.8,40.6,25.4,52.9,101.1,143.7,97.9,52.0,51.6,62.1,19.0,167.1,193.3,57.5,396.9,201.5,3.0,0.0,231.2,142.8,150.1,15.0,6.5,165.3,66.0,51.7,79.9,426.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,17.6,5.7,1948.8,1948.2,1953.6,1950.5,1948.5,1951.0,1950.7,1948.8,1948.4,1.9,0.3,0.3,0.6,0.6,0.3,0.4,0.1,416.0,383.3,11.3,3.0,595.9,206.0,279.4,1504.4,895.9,83.0,3253.8,871.0,8898.9,2680.0,611.6,16213.6,110.4,1099.6,7301.1,123.6,31162.2,50.7,9.7,0.0,0.0,47.8,0.9,0.0,278.0,57.2
120,OSK17,46.1,114.8,26.2,90.6,22.0,39.5,62.6,62.1,30.5,22.0,21.9,37.7,21.0,25.3,39.9,60.2,16.3,30.6,7.7,2.8,31.6,44.4,27.2,45.4,54.5,93.6,67.3,12.2,17.9,18.9,34.6,73.3,23.4,18.8,39.7,21.0,15.6,13.2,8.3,11.0,46.6,32.6,7.9,8.8,5.5,11.4,21.8,30.8,21.1,11.1,11.0,13.4,4.1,36.2,41.7,12.4,85.4,43.4,0.7,0.0,49.9,30.7,32.4,3.3,1.4,36.1,14.4,11.3,17.5,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.2,0.7,545.5,545.4,546.1,545.7,545.4,545.8,545.7,545.5,545.4,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,6.4,62.6,34.8,0.0,79.7,17.0,43.5,5.9,63.6,128.1,2452.7,0.0,286.6,3.0,1476.0,60.8,7.5,0.0,0.0,19.1,0.0,0.0,0.1,0.0
121,OSK18,27.7,67.4,15.3,52.3,12.7,23.4,36.2,36.0,17.9,12.8,12.7,22.9,12.1,14.8,23.0,34.8,9.4,17.9,4.4,1.6,18.4,26.1,16.1,26.4,31.3,54.0,39.3,7.0,10.5,11.3,19.8,42.4,13.6,11.0,23.2,12.2,9.4,7.9,4.9,6.4,27.3,18.9,4.6,5.0,3.2,6.6,12.6,18.1,12.3,6.6,6.5,7.8,2.4,20.8,24.1,7.2,49.8,25.3,0.4,0.0,28.9,17.9,18.8,1.9,0.8,20.4,8.1,6.4,9.9,52.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.3,1.1,71.2,71.1,72.1,71.5,71.1,71.6,71.5,71.2,71.1,0.4,0.0,0.1,0.1,0.1,0.1,0.1,0.0,65.4,61.3,0.0,0.0,6.5,55.8,14.1,100.4,196.3,0.0,64.9,31.8,760.9,210.4,96.8,118.2,0.0,701.3,83.6,23.5,94.6,94.1,6.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0
122,OSK19,235.4,577.9,131.4,451.6,109.5,200.0,312.4,310.0,153.7,110.1,109.3,194.2,104.5,127.0,198.4,300.0,81.3,153.4,37.9,13.9,158.5,223.9,137.6,227.4,270.9,466.0,337.7,60.4,89.9,96.4,171.5,365.4,117.2,94.7,199.0,105.1,80.0,67.1,42.1,54.9,234.3,162.9,39.7,43.7,27.3,57.0,108.9,155.2,105.6,56.2,55.8,66.9,20.5,179.8,208.2,61.9,428.1,217.3,3.3,0.0,249.0,154.1,161.8,16.1,7.0,177.3,70.8,55.5,85.7,457.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,22.0,7.1,1184.7,1183.9,1190.5,1186.7,1184.2,1187.3,1187.0,1184.7,1184.1,2.4,0.3,0.4,0.7,0.7,0.4,0.5,0.1,298.0,341.7,37.7,91.6,226.5,813.8,377.1,663.4,1072.6,20.6,902.0,1310.4,2960.7,659.9,268.0,3424.5,113.0,70.5,29076.6,584.6,1304.9,289.6,374.3,0.0,0.0,3184.0,9.6,0.0,2.4,0.4
123,OSK20,12.5,27.0,5.9,19.0,4.5,9.8,13.4,13.2,7.3,4.8,4.8,11.2,4.4,5.6,8.3,12.6,3.5,7.0,1.4,0.6,7.1,10.7,6.7,10.0,11.1,19.5,15.3,2.3,4.1,5.1,6.9,15.5,5.1,4.4,9.0,4.6,4.5,3.5,2.1,2.4,10.7,7.0,1.7,1.7,1.2,2.5,4.7,7.2,4.6,2.7,2.7,2.9,1.0,7.3,8.9,2.6,19.0,9.7,0.1,0.0,10.6,7.0,7.0,0.6,0.2,6.3,2.5,2.0,3.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,5.9,1.9,40.7,40.5,42.3,41.2,40.6,41.4,41.3,40.7,40.6,0.6,0.1,0.1,0.2,0.2,0.1,0.1,0.0,5.3,23.6,4.1,0.1,0.2,192.5,3.8,36.6,350.5,0.0,0.5,16.0,40.2,39.1,136.5,1865.2,0.0,825.7,214.7,4964.4,379.8,0.2,0.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0
124,OSK21,365.1,886.6,201.0,687.4,166.3,308.1,476.1,472.2,236.1,168.0,166.9,303.5,159.0,194.1,301.8,456.7,123.8,234.9,57.3,21.1,242.5,344.2,212.0,347.3,411.4,709.0,516.9,91.4,137.6,149.6,260.2,556.5,179.0,145.2,304.5,160.4,124.8,104.0,65.1,83.9,358.9,248.3,60.5,66.2,41.6,86.9,166.0,237.9,161.2,86.4,85.8,102.0,31.6,273.0,317.2,94.2,654.3,332.2,4.9,0.1,379.4,236.0,246.8,24.2,10.5,266.9,106.6,83.5,129.0,688.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,46.4,15.0,1501.5,1499.8,1513.9,1505.8,1500.5,1507.1,1506.4,1501.5,1500.3,5.0,0.7,0.9,1.5,1.6,0.9,1.0,0.3,414.6,199.6,97.2,1021.6,537.0,235.6,133.8,2513.2,16910.6,140.4,462.0,10413.2,3090.2,8625.2,2394.2,8823.9,376.2,336.4,18104.4,262.7,96588.7,398.3,264.6,0.0,0.0,569.0,0.0,0.0,19.6,0.1
125,OSK22,62.0,146.0,32.8,110.6,26.6,51.3,76.8,76.1,39.1,27.2,27.1,52.6,25.5,31.6,48.4,73.4,20.0,38.4,9.0,3.4,39.6,57.0,35.3,56.5,65.8,113.8,84.6,14.4,22.5,25.4,41.4,89.6,29.0,23.8,49.7,26.0,21.5,17.6,10.9,13.6,58.8,40.1,9.8,10.5,6.7,14.0,26.8,39.1,26.2,14.4,14.3,16.5,5.3,43.6,51.1,15.1,106.5,54.1,0.8,0.0,61.1,38.6,40.0,3.8,1.6,41.4,16.6,13.0,20.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,19.2,9.4,58.9,58.8,60.9,60.0,59.0,60.1,59.7,59.1,58.9,1.3,0.2,0.2,0.4,0.4,0.2,0.3,0.1,524.4,172.6,3.4,0.0,386.1,2.4,152.6,287.0,36841.5,35.3,36.0,234.1,465.4,151.0,89.1,138.4,0.0,72.9,131.5,0.6,678.5,3947.5,296.1,1.5,8.3,85.0,33.2,0.0,0.0,0.0
126,OSK23,73.9,180.1,40.9,139.9,33.9,62.5,96.9,96.1,48.0,34.2,33.9,61.4,32.4,39.5,61.4,92.9,25.2,47.7,11.7,4.3,49.3,69.9,43.0,70.6,83.8,144.3,105.1,18.6,28.0,30.3,53.0,113.2,36.4,29.5,61.9,32.6,25.3,21.1,13.2,17.1,72.9,50.5,12.3,13.5,8.5,17.7,33.8,48.3,32.8,17.5,17.4,20.8,6.4,55.6,64.5,19.2,133.0,67.5,1.0,0.0,77.2,47.9,50.2,4.9,2.1,54.5,21.8,17.0,26.3,140.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,12.3,6.0,107.7,107.6,109.0,108.4,107.8,108.5,108.3,107.9,107.7,0.8,0.1,0.1,0.2,0.2,0.1,0.2,0.0,264.5,92.6,1.8,7.2,588.1,0.0,35.9,289.5,1454.5,105.0,81.8,44.7,664.3,43.1,37.5,242.4,0.4,0.0,107.3,0.0,127.5,1152.5,1133.9,744.6,21.6,189.1,73.0,0.0,0.0,0.0
127,OSK24,0.2,0.3,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.2,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.6,0.0,0.0,0.0,0.0,0.0,0.4,0.8,0.1,0.1,0.0,0.0,0.0,0.1,0.0
128,OSK25,20.5,50.3,11.4,39.2,9.5,17.4,27.1,26.9,13.4,9.6,9.5,17.0,9.1,11.0,17.2,26.1,7.1,13.3,3.3,1.2,13.8,19.5,12.0,19.8,23.5,40.5,29.4,5.2,7.8,8.4,14.9,31.7,10.2,8.2,17.3,9.1,7.0,5.9,3.7,4.8,20.4,14.2,3.4,3.8,2.4,5.0,9.5,13.5,9.2,4.9,4.9,5.8,1.8,15.6,18.1,5.4,37.2,18.9,0.3,0.0,21.6,13.4,14.1,1.4,0.6,15.4,6.1,4.8,7.4,39.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.9,1.4,10.4,10.4,10.7,10.6,10.4,10.6,10.5,10.4,10.4,0.2,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.0,0.0,25.9,56.3,0.0,14.4,8.4,31.9,0.0,0.0,0.0,0.0,0.2,4.6,0.0,0.2,9.3,63.5,0.0,3694.4,42.9,0.0,0.0,0.0,0.0
129,OSK26,194.7,475.2,107.8,369.6,89.5,164.8,255.9,253.9,126.5,90.2,89.6,161.4,85.5,104.2,162.4,245.6,66.6,126.0,30.9,11.3,130.1,184.4,113.4,186.5,221.5,381.3,277.3,49.3,73.8,79.7,140.1,299.2,96.2,77.9,163.4,86.1,66.5,55.4,34.8,45.1,192.5,133.4,32.5,35.7,22.4,46.6,89.2,127.6,86.5,46.3,46.0,54.8,16.9,147.0,170.5,50.7,351.3,178.3,2.7,0.0,204.0,126.6,132.6,13.1,5.7,144.2,57.6,45.1,69.7,372.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,17.9,6.1,302.9,302.6,308.6,305.5,303.0,309.7,306.2,303.7,303.2,2.5,0.4,0.5,0.7,0.8,0.5,0.5,0.1,8.1,11.9,32.1,0.6,180.0,2.7,83.7,293.6,1943.6,208.3,918.0,931.8,1420.9,478.2,6.1,279.8,0.1,198.3,1857.1,0.7,137.7,179.2,173.9,0.0,6.7,19849.0,1047.3,206.3,334.8,106.9
130,OSK27,10.4,25.7,5.8,20.1,4.9,8.9,13.9,13.8,6.8,4.9,4.9,8.6,4.7,5.6,8.8,13.4,3.6,6.8,1.7,0.6,7.0,10.0,6.1,10.1,12.1,20.7,15.0,2.7,4.0,4.3,7.6,16.3,5.2,4.2,8.8,4.7,3.5,3.0,1.9,2.4,10.4,7.2,1.8,1.9,1.2,2.5,4.8,6.9,4.7,2.5,2.5,3.0,0.9,8.0,9.3,2.8,19.0,9.7,0.1,0.0,11.1,6.9,7.2,0.7,0.3,7.9,3.2,2.5,3.8,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.3,12.3,12.3,12.5,12.4,12.3,12.6,12.4,12.3,12.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,34.8,0.0,22.1,0.0,20.4,0.0,46.9,23.1,20.0,28.0,52.1,18.0,0.0,0.1,60.0,0.0,0.0,18.6,0.0,42.5,40.0,18.2,0.0,0.7,1905.4,1649.9,0.0,0.0,0.0
131,OSK28,7.2,18.0,4.1,14.1,3.4,6.2,9.8,9.7,4.8,3.4,3.4,5.9,3.3,4.0,6.2,9.4,2.5,4.8,1.2,0.4,4.9,6.9,4.3,7.1,8.5,14.6,10.5,1.9,2.8,3.0,5.4,11.4,3.7,2.9,6.2,3.3,2.5,2.1,1.3,1.7,7.3,5.1,1.2,1.4,0.9,1.8,3.4,4.8,3.3,1.7,1.7,2.1,0.6,5.6,6.5,1.9,13.3,6.8,0.1,0.0,7.8,4.8,5.0,0.5,0.2,5.6,2.2,1.7,2.7,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.1,11.1,11.1,11.2,11.1,11.1,11.2,11.2,11.1,11.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,51.0,0.0,13.6,0.0,54.6,0.1,0.0,45.9,0.0,0.0,0.2,0.0,3.2,0.0,0.0,0.0,0.0,31.8,0.0,495.8,0.0,0.0
132,OSK29,8.7,21.2,4.8,16.6,4.0,7.4,11.5,11.4,5.6,4.0,4.0,7.1,3.8,4.7,7.3,11.0,3.0,5.6,1.4,0.5,5.8,8.2,5.1,8.4,10.0,17.1,12.4,2.2,3.3,3.5,6.3,13.4,4.3,3.5,7.3,3.9,2.9,2.5,1.6,2.0,8.6,6.0,1.5,1.6,1.0,2.1,4.0,5.7,3.9,2.1,2.1,2.5,0.8,6.6,7.7,2.3,15.7,8.0,0.1,0.0,9.2,5.7,5.9,0.6,0.3,6.5,2.6,2.0,3.1,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,0.2,24.0,23.9,24.2,24.1,24.0,24.2,24.1,24.0,24.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.2,0.0,0.0,14.8,0.0,5.0,7.3,3.2,6.0,138.4,16.1,543.4,2.8,52.3,0.0,0.0,0.0,0.0,0.0,0.7,112.5,124.5,112.5,112.5,150.6,0.0,948.4,7966.1,90.0
133,OSK30,0.7,1.7,0.4,1.3,0.3,0.6,0.9,0.9,0.4,0.3,0.3,0.5,0.3,0.4,0.6,0.9,0.2,0.4,0.1,0.0,0.5,0.6,0.4,0.7,0.8,1.4,1.0,0.2,0.3,0.3,0.5,1.1,0.3,0.3,0.6,0.3,0.2,0.2,0.1,0.2,0.7,0.5,0.1,0.1,0.1,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.1,0.5,0.6,0.2,1.2,0.6,0.0,0.0,0.7,0.4,0.5,0.0,0.0,0.5,0.2,0.2,0.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,119.5
